Comunity;province;municipality_ID;municipality_name;poblado_is_municipality;is_treated;treatment_age_50;treatment_age_60;treatment_age_70;treatment_age_80;Exist_Today;Pop_1842;Pop_1877;Pop_1887;Pop_1897;Pop_1900;Pop_1910;Pop_1920;Pop_1930;Pop_1940;Pop_1950;Pop_1960;Pop_1970;Pop_1981;Pop_1991;Pop_2001;Pop_2011;Pop_2021;river_distance_m;Latitude;longitude;area_km^2;urban_dist_km
Andalucia;Granada;18012;Algarinejo;0;0;0;0;0;0;1;4383;5634;6112;6338;6384;6607;6560;7461;8443;8695;8220;7035;5791;5276;4020;3060;2435;9680,004095;37,325;-4,1586;93;52,00225546
Andalucia;Granada;18013;Alhama de Granada;0;1;0;1;0;0;1;6804;7769;7867;7382;7683;7835;7545;8116;10075;10651;10177;8174;6069;6023;6012;6225;5664;27574,16672;37,0026;-3,9881;434;39,50389162
Andalucia;Granada;18014;Alhendín;0;0;0;0;0;0;1;2276;2009;2017;2128;2213;2460;2729;4046;3214;3030;3215;3034;3124;3674;4578;7580;9717;45160,98137;37,1078;-3,6458;51;8,773617614
Andalucia;Granada;18015;Alicún de Ortega;0;0;0;0;0;0;1;501;499;662;828;859;994;1128;1278;1317;1389;1054;1116;674;795;638;509;469;37458,0091;37,6081;-3,1375;24;62,94114832
Andalucia;Granada;18016;Almegíjar;0;0;0;0;0;0;1;1058;1176;1227;1267;1305;1245;1329;1492;1526;1540;1468;997;625;460;387;414;327;81274,86193;36,903;-3,3001;30;40,59151433
Andalucia;Granada;18017;Almuñécar;0;0;0;0;0;0;1;4578;8105;8878;8554;8057;8642;8084;9116;11342;12524;14777;13294;16390;20408;21420;26969;26389;62456,67287;36,7339;-3,6911;83;50,03626493
Andalucia;Granada;18018;Alquife;0;0;0;0;0;0;1;545;843;810;870;897;1496;1564;1613;1539;1699;2390;2248;1420;1150;896;729;565;51579,5617;37,18;-3,1159;12;42,96109782
Andalucia;Granada;18020;Arenas del Rey;0;0;0;0;0;0;1;1281;1352;1183;1017;1141;1260;1492;1578;2049;2337;2010;1499;2174;2065;1990;2012;637;38600,12062;36,9578;-3,8942;116;35,73922399
Andalucia;Granada;18021;Armilla;0;0;0;0;0;0;1;1363;1189;988;998;1342;1616;1888;2120;2635;3597;4534;7351;10278;10921;15404;22593;24430;50366,31254;37,1428;-3,6278;4;4,592262175
Andalucia;Granada;18022;Atarfe;0;0;0;0;0;0;1;1840;2416;2883;2984;2983;4152;4422;4875;5697;6491;8109;8439;8993;10008;11151;16790;19252;42984,98683;37,2228;-3,6864;47;9,06365857
Andalucia;Granada;18023;Baza;0;0;0;0;0;0;1;10433;12973;11918;11914;12749;15988;15933;17506;20588;23642;20686;20199;20896;20519;21808;21276;20388;18916,93659;37,4889;-2,771;545;81,10177286
Andalucia;Granada;18024;Beas de Granada;0;0;0;0;0;0;1;654;674;600;561;575;616;675;771;872;951;1047;1008;791;894;1004;1034;980;63968,41375;37,2186;-3,4811;23;11,52310335
Andalucia;Granada;18025;Beas de Guadix;0;0;0;0;0;0;1;1040;522;537;550;556;656;691;819;1011;870;743;580;512;416;378;382;325;57707,3903;37,2797;-3,2057;16;36,7615757
Andalucia;Granada;18027;Benalúa;0;0;0;0;0;0;1;;;730;368;424;450;579;1793;2877;4272;4016;3768;3304;3250;3441;3196;3348;52637,07595;37,3497;-3,1686;8;42,74799091
Andalucia;Granada;18028;Benalúa de las Villas;0;0;0;0;0;0;1;709;1210;1182;993;1068;1272;1447;1649;1821;1848;2037;1706;1357;1392;1352;1353;1094;52983,25021;37,4317;-3,6825;21;29,1106341
Andalucia;Granada;18029;Benamaurel;0;0;0;0;0;0;1;1426;2402;2362;3008;3394;3505;3699;4406;4585;5009;4402;3558;2809;2496;2383;2422;2285;31810,36269;37,6084;-2,6972;127;93,06727258
Andalucia;Granada;18030;Bérchules;0;0;0;0;0;0;1;2285;2525;2624;2189;2351;1936;2483;2366;2800;3165;2882;2126;1625;881;754;811;717;66839,31535;36,9754;-3,1901;69;42,84862891
Andalucia;Granada;18032;Bubión;0;0;0;0;0;0;1;;591;483;490;588;627;688;745;750;828;702;580;353;345;357;345;325;75761,63066;36,9491;-3,3561;15;33,45847884
Andalucia;Granada;18033;Busquístar;0;0;0;0;0;0;1;540;1063;1119;1143;1240;1231;1257;1201;1235;1290;1308;659;596;457;381;328;268;77156,17733;36,9375;-3,2944;18;38,14007859
Andalucia;Granada;18034;Cacín;0;0;0;0;0;0;1;382;720;743;885;905;1139;1166;1308;1545;1870;1741;1243;927;882;736;605;562;27282,81182;37,06;-3,9169;39;30,94979445
Andalucia;Granada;18035;Cádiar;0;0;0;0;0;0;1;2226;2473;2100;1762;1988;1237;1468;2213;2440;2705;2447;2094;2336;2057;1676;1618;1524;71384,56186;36,9461;-3,1803;47;45,3618618
Andalucia;Granada;18036;Cájar;0;0;0;0;0;0;1;495;499;560;650;665;705;727;822;831;854;1045;1243;1390;2222;3536;4781;5275;54895,70827;37,1342;-3,5708;2;5,557424402
Andalucia;Granada;18037;Calicasas;0;0;0;0;0;0;1;95;227;206;225;235;288;380;405;528;528;537;540;543;598;576;596;645;50185,35857;37,2733;-3,6186;11;10,71069738
Andalucia;Granada;18038;Campotéjar;0;0;0;0;0;0;1;949;632;712;837;889;1072;1262;1608;1863;2016;2157;1765;1411;1450;1423;1357;1218;47732,87121;37,4814;-3,6167;46;33,75816783
Andalucia;Granada;18039;Caniles;0;0;0;0;0;0;1;3947;5147;5589;5785;5717;6343;6989;7496;8213;8795;9086;8838;6472;5181;4817;4691;4076;11567,04054;37,4342;-2,7245;216;82,57439853
Andalucia;Granada;18040;Cáñar;0;0;0;0;0;0;1;985;988;1107;1053;1061;966;928;899;1022;1076;1118;706;574;346;316;424;400;72265,32354;36,9264;-3,4278;26;31,92114003
Andalucia;Granada;18042;Capileira;0;0;0;0;0;0;1;;1290;1226;1214;1247;1349;1319;1325;1428;1680;1324;917;712;577;557;554;574;77267,30257;36,9614;-3,3586;57;32,28436925
